code,tradeStatus,code_name
sh.688618,1,三旺通信
sh.688621,1,阳光诺和
sh.688625,1,呈和科技
sh.688628,1,优利德
sh.688633,1,星球石墨
sh.688639,1,华恒生物
sh.688656,1,浩欧博
sh.688659,1,元琛科技
sh.688661,1,和林微纳
sh.688663,1,新风光
sh.688667,1,菱电电控
sh.688669,1,聚石化学
sh.688676,1,金盘科技
sh.688678,1,福立旺
sh.688680,1,海优新材
sh.688682,1,霍莱沃
sh.688685,1,迈信林
sh.688687,1,凯因科技
sh.688690,1,纳微科技
sh.688697,1,纽威数控
sh.688699,1,明微电子
sh.688701,1,卓锦股份
sh.688711,1,宏微科技
sh.688722,1,同益中
sh.688733,1,壹石通
sh.688739,1,成大生物
sh.688767,1,博拓生物
sh.688772,1,珠海冠宇
sh.688777,1,中控技术
sh.688779,1,长远锂科
sh.688787,1,海天瑞声
sh.688789,1,宏华数科
sh.688798,1,艾为电子
sh.688800,1,瑞可达
sh.688981,1,中芯国际
sz.000001,1,平安银行
sz.000004,1,ST国华
sz.000006,1,深振业A
sz.000008,1,神州高铁
sz.000010,1,美丽生态
sz.000012,1,南玻A
sz.000016,1,深康佳A
sz.000019,1,深粮控股
sz.000021,1,深科技
sz.000025,1,特力A
sz.000027,1,深圳能源
sz.000029,1,深深房A
sz.000031,1,大悦城
sz.000034,1,神州数码
sz.000036,1,华联控股
sz.000038,1,*ST大通
sz.000040,1,东旭蓝天
sz.000045,1,深纺织A
sz.000048,1,京基智农
sz.000050,1,深天马A
sz.000056,1,皇庭国际
sz.000059,1,华锦股份
sz.000061,1,农产品
sz.000063,1,中兴通讯
sz.000066,1,中国长城
sz.000069,1,华侨城A
sz.000078,1,海王生物
sz.000089,1,深圳机场
sz.000096,1,广聚能源
sz.000100,1,TCL科技
sz.000151,1,中成股份
sz.000155,1,川能动力
sz.000157,1,中联重科
sz.000159,1,国际实业
sz.000301,1,东方盛虹
sz.000338,1,潍柴动力
sz.000401,1,冀东水泥
sz.000403,1,派林生物
sz.000407,1,胜利股份
sz.000409,1,云鼎科技
sz.000411,1,英特集团
sz.000415,1,渤海租赁
sz.000417,1,合肥百货
sz.000420,1,吉林化纤
sz.000422,1,湖北宜化
sz.000425,1,徐工机械
sz.000428,1,华天酒店
sz.000430,1,张家界
sz.000498,1,山东路桥
sz.000503,1,国新健康
sz.000505,1,京粮控股
sz.000507,1,珠海港
sz.000510,1,新金路
sz.000514,1,渝开发
sz.000517,1,荣安地产
sz.000519,1,中兵红箭
sz.000521,1,长虹美菱
sz.000524,1,岭南控股
sz.000526,1,学大教育
sz.000529,1,广弘控股
sz.000531,1,穗恒运A
sz.000533,1,顺钠股份
sz.000536,1,华映科技
sz.000538,1,云南白药
sz.000540,1,中天金融
sz.000543,1,皖能电力
sz.000545,1,金浦钛业
sz.000547,1,航天发展
sz.000550,1,江铃汽车
sz.000552,1,靖远煤电
sz.000554,1,泰山石油
sz.000557,1,西部创业
sz.000559,1,万向钱潮
sz.000561,1,烽火电子
sz.000564,1,*ST大集
sz.000566,1,海南海药
sz.000568,1,泸州老窖
sz.000571,1,ST大洲
sz.000573,1,粤宏远A
sz.000581,1,威孚高科
sz.000584,1,哈工智能
sz.000587,1,*ST金洲
sz.000590,1,启迪药业
sz.000592,1,平潭发展
sz.000595,1,宝塔实业
sz.000597,1,东北制药
sz.000599,1,青岛双星
sz.000601,1,韶能股份
sz.000605,1,渤海股份
sz.000607,1,华媒控股
sz.000609,1,中迪投资
sz.000612,1,焦作万方
sz.000616,1,ST海投
sz.000619,1,海螺新材
sz.000622,1,恒立实业
sz.000625,1,长安汽车
sz.000627,1,天茂集团
sz.000629,1,攀钢钒钛
sz.000631,1,顺发恒业
sz.000633,1,合金投资
sz.000636,1,风华高科
sz.000638,1,*ST万方
sz.000650,1,仁和药业
sz.000652,1,泰达股份
sz.000656,1,金科股份
sz.000659,1,珠海中富
sz.000663,1,永安林业
sz.000666,1,经纬纺机
sz.000668,1,荣丰控股
sz.000672,1,上峰水泥
sz.000677,1,恒天海龙
sz.000679,1,大连友谊
sz.000681,1,视觉中国
sz.000683,1,远兴能源
sz.000686,1,东北证券
sz.000690,1,宝新能源
sz.000692,1,惠天热电
sz.000697,1,炼石航空
sz.000700,1,模塑科技
sz.000702,1,正虹科技
sz.000705,1,浙江震元
sz.000708,1,中信特钢
sz.000710,1,贝瑞基因
sz.000712,1,锦龙股份
sz.000715,1,中兴商业
sz.000717,1,韶钢松山
sz.000719,1,中原传媒
sz.000721,1,西安饮食
sz.000723,1,美锦能源
sz.000726,1,鲁泰A
sz.000728,1,国元证券
sz.000731,1,四川美丰
sz.000733,1,振华科技
sz.000736,1,中交地产
sz.000738,1,航发控制
sz.000750,1,国海证券
sz.000752,1,*ST西发
sz.000755,0,山西路桥
sz.000757,1,浩物股份
sz.000759,1,中百集团
sz.000762,1,西藏矿业
sz.000767,1,晋控电力
sz.000776,1,广发证券
sz.000778,1,新兴铸管
sz.000782,1,美达股份
sz.000785,1,居然之家
sz.000788,1,北大医药
sz.000790,1,华神科技
sz.000792,1,盐湖股份
sz.000795,1,英洛华
sz.000797,1,中国武夷
sz.000799,1,酒鬼酒
sz.000801,1,四川九洲
sz.000803,1,北清环能
sz.000807,1,云铝股份
sz.000810,1,创维数字
sz.000812,1,陕西金叶
sz.000815,1,美利云
sz.000818,1,航锦科技
sz.000820,1,*ST节能
sz.000822,1,山东海化
sz.000825,1,太钢不锈
sz.000828,1,东莞控股
sz.000830,1,鲁西化工
sz.000833,1,粤桂股份
sz.000837,1,秦川机床
sz.000839,1,ST国安
sz.000850,1,华茂股份
sz.000852,1,石化机械
sz.000858,1,五粮液
sz.000860,1,顺鑫农业
sz.000862,1,银星能源
sz.000868,1,安凯客车
sz.000875,1,吉电股份
sz.000877,1,天山股份
sz.000880,1,潍柴重机
sz.000882,1,华联股份
sz.000885,1,城发环境
sz.000887,1,中鼎股份
sz.000889,1,ST中嘉
sz.000892,1,欢瑞世纪
sz.000895,1,双汇发展
sz.000898,1,鞍钢股份
sz.000900,1,现代投资
sz.000902,1,新洋丰
sz.000905,1,厦门港务
sz.000908,1,景峰医药
sz.000910,1,大亚圣象
sz.000912,1,泸天化
sz.000915,1,华特达因
sz.000918,1,嘉凯城
sz.000920,1,沃顿科技
sz.000922,1,佳电股份
sz.000925,1,众合科技
sz.000927,1,中国铁物
sz.000929,1,兰州黄河
sz.000931,1,中关村
sz.000933,1,神火股份
sz.000936,1,华西股份
sz.000938,1,紫光股份
sz.000949,1,新乡化纤
sz.000951,1,中国重汽
sz.000953,1,河化股份
sz.000957,1,中通客车
sz.000959,1,首钢股份
sz.000961,1,中南建设
sz.000963,1,华东医药
sz.000966,1,长源电力
sz.000968,1,蓝焰控股
sz.000970,1,中科三环
sz.000972,1,*ST中基
sz.000975,1,银泰黄金
sz.000977,1,浪潮信息
sz.000980,1,ST众泰
sz.000982,1,中银绒业
sz.000985,1,大庆华科
sz.000988,1,华工科技
sz.000990,1,诚志股份
sz.000995,1,*ST皇台
sz.000997,1,新大陆
sz.000999,1,华润三九
sz.001202,1,炬申股份
sz.001205,1,盛航股份
sz.001207,1,联科科技
sz.001209,1,洪兴股份
sz.001211,1,双枪科技
sz.001213,1,中铁特货
sz.001216,1,华瓷股份
sz.001218,1,丽臣实业
sz.001226,1,
sz.001228,1,永泰运
sz.001266,1,宏英智能
sz.001268,1,
sz.001288,1,运机集团
sz.001296,1,长江材料
sz.001309,1,
sz.001316,1,
sz.001318,1,阳光乳业
sz.001323,1,
sz.001872,1,招商港口
sz.001914,1,招商积余
sz.001979,1,招商蛇口
sz.002002,1,鸿达兴业
sz.002004,1,华邦健康
sz.002006,1,精功科技
sz.002008,1,大族激光
sz.002010,1,传化智联
sz.002012,1,凯恩股份
sz.002014,1,永新股份
sz.002016,1,世荣兆业
sz.002019,1,亿帆医药
sz.002021,1,ST中捷
sz.002023,1,海特高新
sz.002025,1,航天电器
sz.002027,1,分众传媒
sz.002029,1,七匹狼
sz.002031,1,巨轮智能
sz.002033,1,丽江股份
sz.002035,1,华帝股份
sz.002037,1,保利联合
sz.002039,1,黔源电力
sz.002041,1,登海种业
sz.002043,1,兔宝宝
sz.002045,1,国光电器
sz.002047,1,宝鹰股份
sz.002049,1,紫光国微
sz.002051,1,中工国际
sz.002053,1,云南能投
sz.002055,1,得润电子
sz.002057,1,中钢天源
sz.002059,1,云南旅游
sz.002061,1,浙江交科
sz.002063,1,远光软件
sz.002065,1,东华软件
sz.002067,1,景兴纸业
sz.002069,1,ST獐子岛
sz.002073,1,软控股份
sz.002075,1,沙钢股份
sz.002077,1,大港股份
sz.002079,1,苏州固锝
sz.002081,1,金螳螂
sz.002083,1,孚日股份
sz.002085,1,万丰奥威
sz.002087,1,新野纺织
sz.002089,1,ST新海
sz.002091,1,江苏国泰
sz.002093,1,国脉科技
sz.002095,1,生意宝
sz.002097,1,山河智能
sz.002099,1,海翔药业
sz.002101,1,广东鸿图
sz.002103,1,广博股份
sz.002105,1,信隆健康
sz.002107,1,沃华医药
sz.002109,1,兴化股份
sz.002111,1,威海广泰
sz.002113,1,ST天润
sz.002115,1,三维通信
sz.002117,1,东港股份
sz.002119,1,康强电子
sz.002121,1,科陆电子
sz.002123,1,梦网科技
sz.002125,1,湘潭电化
sz.002127,1,南极电商
sz.002129,1,中环股份
sz.002131,1,利欧股份
sz.002133,1,广宇集团
sz.002135,1,东南网架
sz.002137,1,实益达
sz.002139,1,拓邦股份
sz.002141,1,贤丰控股
sz.002144,1,宏达高科
sz.002146,1,荣盛发展
sz.002149,1,西部材料
sz.002151,1,北斗星通
sz.002153,1,石基信息
sz.002155,1,湖南黄金
sz.002157,1,正邦科技
sz.002159,1,三特索道
sz.002161,1,远望谷
sz.002163,1,海南发展
sz.002165,1,红宝丽
sz.002167,1,东方锆业
sz.002169,1,智光电气
sz.002171,1,楚江新材
sz.002173,1,创新医疗
sz.002175,1,东方网络
sz.002177,1,*ST御银
sz.002179,1,中航光电
sz.002181,1,粤传媒
sz.002183,1,怡亚通
sz.002185,1,华天科技
sz.002187,1,广百股份
sz.002189,1,中光学
sz.002191,1,劲嘉股份
sz.002193,1,如意集团
sz.002195,1,二三四五
sz.002197,1,证通电子
sz.002199,1,东晶电子
sz.002201,1,正威新材
sz.002203,1,海亮股份
sz.002205,1,国统股份
sz.002207,1,准油股份
sz.002209,1,达意隆
sz.002211,1,ST宏达
sz.002213,1,大为股份
sz.002215,1,诺普信
sz.002217,1,合力泰
sz.002219,1,*ST恒康
sz.002222,1,福晶科技
sz.002224,1,三力士
sz.002226,1,江南化工
sz.002228,1,合兴包装
sz.002230,1,科大讯飞
sz.002232,1,启明信息
sz.002234,1,民和股份
sz.002236,1,大华股份
sz.002238,1,天威视讯
sz.002240,1,盛新锂能
sz.002242,1,九阳股份
sz.002244,1,滨江集团
sz.002246,1,北化股份
sz.002248,1,华东数控
sz.002250,1,联化科技
sz.002252,1,上海莱士
sz.002254,1,泰和新材
sz.002256,1,兆新股份
sz.002259,1,ST升达
sz.002262,1,恩华药业
sz.002264,1,新华都
sz.002266,1,浙富控股
sz.002268,1,卫士通
sz.002270,1,华明装备
sz.002272,1,川润股份
sz.002274,1,华昌化工
sz.002276,1,万马股份
sz.002278,1,神开股份
sz.002280,1,联络互动
sz.002282,1,博深股份
sz.002284,1,亚太股份
sz.002286,1,保龄宝
sz.002288,1,超华科技
sz.002290,1,禾盛新材
sz.002292,1,奥飞娱乐
sz.002294,1,信立泰
sz.002296,1,辉煌科技
sz.002298,1,中电兴发
sz.002300,1,太阳电缆
sz.002302,1,西部建设
sz.002304,1,洋河股份
sz.002306,1,中科云网
sz.002308,1,威创股份
sz.002310,1,东方园林
sz.002312,1,川发龙蟒
sz.002314,1,南山控股
sz.002316,1,*ST亚联
sz.002318,1,久立特材
sz.002320,1,海峡股份
sz.002322,1,理工能科
sz.002324,1,普利特
sz.002326,1,永太科技
sz.002328,1,新朋股份
sz.002330,1,得利斯
sz.002332,1,仙琚制药
sz.002334,1,英威腾
sz.002336,1,人人乐
sz.002338,1,奥普光电
sz.002340,1,格林美
sz.002342,1,巨力索具
sz.002344,1,海宁皮城
sz.002346,1,柘中股份
sz.002348,1,高乐股份
sz.002350,1,北京科锐
sz.002352,1,顺丰控股
sz.002354,1,天娱数科
sz.002356,1,*ST赫美
sz.002358,1,ST森源
sz.002361,1,神剑股份
sz.002363,1,隆基机械
sz.002365,1,永安药业
sz.002367,1,康力电梯
sz.002369,1,卓翼科技
sz.002371,1,北方华创
sz.002373,1,千方科技
sz.002375,1,亚厦股份
sz.002377,1,国创高新
sz.002379,1,宏创控股
sz.002381,1,双箭股份
sz.002383,1,合众思壮
sz.002385,1,大北农
sz.002387,1,维信诺
sz.002389,1,航天彩虹
sz.002391,1,长青股份
sz.002393,1,力生制药
sz.002395,1,双象股份
sz.002397,1,梦洁股份
sz.002399,1,海普瑞
sz.002401,1,中远海科
sz.002403,1,爱仕达
sz.002405,1,四维图新
sz.002407,1,多氟多
sz.002409,1,雅克科技
sz.002411,1,延安必康
sz.002413,1,雷科防务
sz.002415,1,海康威视
sz.002417,1,*ST深南
sz.002419,1,天虹股份
sz.002421,1,达实智能
sz.002423,1,中粮资本
sz.002425,1,凯撒文化
sz.002427,1,*ST尤夫
sz.002429,1,兆驰股份
sz.002431,1,棕榈股份
sz.002433,1,太安堂
sz.002435,1,长江健康
sz.002437,1,誉衡药业
sz.002439,1,启明星辰
sz.002441,1,众业达
sz.002443,1,金洲管道
sz.002445,1,中南文化
sz.002448,1,中原内配
sz.002451,1,摩恩电气
sz.002453,1,华软科技
sz.002455,1,百川股份
sz.002457,1,青龙管业
sz.002459,1,晶澳科技
sz.002461,1,珠江啤酒
sz.002463,1,沪电股份
sz.002466,1,天齐锂业
sz.002468,1,申通快递
sz.002470,1,ST金正
sz.002472,1,双环传动
sz.002475,1,立讯精密
sz.002478,1,常宝股份
sz.002480,1,新筑股份
sz.002482,1,广田集团
sz.002484,1,江海股份
sz.002486,1,嘉麟杰
sz.002488,1,金固股份
sz.002490,1,山东墨龙
sz.002492,1,恒基达鑫
sz.002494,1,华斯股份
sz.002496,1,辉丰股份
sz.002498,1,汉缆股份
sz.002500,1,山西证券
sz.002502,1,鼎龙文化
sz.002504,1,ST弘高
sz.002506,1,协鑫集成
sz.002508,1,老板电器
sz.002511,1,中顺洁柔
sz.002513,1,蓝丰生化
sz.002515,1,金字火腿
sz.002517,1,恺英网络
sz.002519,1,银河电子
sz.002521,1,齐峰新材
sz.002523,1,天桥起重
sz.002526,1,山东矿机
sz.002528,1,英飞拓
sz.002530,1,金财互联
sz.002532,1,天山铝业
sz.002534,1,西子洁能
sz.002536,1,飞龙股份
sz.002538,1,司尔特
sz.002540,1,亚太科技
sz.002542,1,中化岩土
sz.002544,1,普天科技
sz.002546,1,新联电子
sz.002548,1,金新农
sz.002550,1,千红制药
sz.002552,1,宝鼎科技
sz.002554,1,惠博普
sz.002556,1,辉隆股份
sz.002558,1,巨人网络
sz.002560,1,通达股份
sz.002562,1,兄弟科技
sz.002564,1,天沃科技
sz.002566,1,益盛药业
sz.002568,1,百润股份
sz.002570,1,贝因美
sz.002572,1,索菲亚
sz.002574,1,明牌珠宝
sz.002576,1,通达动力
sz.002578,1,闽发铝业
sz.002580,1,圣阳股份
sz.002582,1,好想你
sz.002584,1,西陇科学
sz.002586,1,*ST围海
sz.002588,1,史丹利
sz.002590,1,万安科技
sz.002592,1,ST八菱
sz.002594,1,比亚迪
sz.002596,1,海南瑞泽
sz.002598,1,山东章鼓
sz.002600,1,领益智造
sz.002602,1,世纪华通
sz.002605,1,姚记科技
sz.002607,1,中公教育
sz.002609,1,捷顺科技
sz.002611,1,东方精工
sz.002613,1,北玻股份
sz.002615,1,哈尔斯
sz.002617,1,露笑科技
sz.002621,1,美吉姆
sz.002623,1,亚玛顿
sz.002625,1,光启技术
sz.002627,1,三峡旅游
sz.002629,1,仁智股份
sz.002631,1,德尔未来
sz.002633,1,申科股份
sz.002635,1,安洁科技
sz.002637,1,赞宇科技
sz.002639,1,雪人股份
sz.002641,1,公元股份
sz.002643,1,万润股份
sz.002645,1,华宏科技
sz.002647,1,仁东控股
sz.002649,1,博彦科技
sz.002651,1,利君股份
sz.002653,1,海思科
sz.002655,1,共达电声
sz.002657,1,中科金财
sz.002659,1,凯文教育
sz.002661,1,克明食品
sz.002663,1,普邦股份
sz.002665,1,首航高科
sz.002667,1,鞍重股份
sz.002669,1,康达新材
sz.002671,1,龙泉股份
sz.002673,1,西部证券
sz.002675,1,东诚药业
sz.002677,1,浙江美大
sz.002679,1,福建金森
sz.002682,1,龙洲股份
sz.002685,1,华东重机
sz.002687,1,乔治白
sz.002689,1,远大智能
sz.002691,1,冀凯股份
sz.002693,1,双成药业
sz.002695,1,煌上煌
sz.002697,1,红旗连锁
sz.002699,1,ST美盛
sz.002701,1,奥瑞金
sz.002703,1,浙江世宝
sz.002706,1,良信股份
sz.002708,1,光洋股份
sz.002712,1,思美传媒
sz.002714,1,牧原股份
sz.002716,1,金贵银业
sz.002718,1,友邦吊顶
sz.002721,1,金一文化
sz.002723,1,金莱特
sz.002725,1,跃岭股份
sz.002727,1,一心堂
sz.002729,1,好利科技
sz.002731,1,萃华珠宝
sz.002733,1,雄韬股份
sz.002735,1,王子新材
sz.002737,1,葵花药业
sz.002739,1,万达电影
sz.002741,1,光华科技
sz.002743,1,富煌钢构
sz.002746,1,仙坛股份
sz.002748,1,世龙实业
sz.002750,1,龙津药业
sz.002752,1,昇兴股份
sz.002755,1,奥赛康
sz.002757,1,南兴股份
sz.002759,1,天际股份
sz.002761,1,浙江建投
sz.002763,1,汇洁股份
sz.002766,1,索菱股份
sz.002768,1,国恩股份
sz.002771,1,真视通
sz.002773,1,康弘药业
sz.002775,1,文科园林
sz.002777,1,久远银海
sz.002779,1,中坚科技
sz.002781,1,*ST奇信
sz.002783,1,凯龙股份
sz.002786,1,银宝山新
sz.002788,1,鹭燕医药
sz.002790,1,瑞尔特
sz.002792,1,通宇通讯
sz.002795,1,永和智控
sz.002797,1,第一创业
sz.002799,1,环球印务
sz.002801,1,微光股份
sz.002803,1,吉宏股份
sz.002806,1,华锋股份
sz.002808,1,恒久科技
sz.002810,1,山东赫达
sz.002812,1,恩捷股份
sz.002815,1,崇达技术
sz.002817,1,黄山胶囊
sz.002819,1,东方中科
sz.002821,1,凯莱英
sz.002823,1,凯中精密
sz.002825,1,纳尔股份
sz.002827,1,高争民爆
sz.002829,1,星网宇达
sz.002831,1,裕同科技
sz.002833,1,弘亚数控
sz.002836,1,新宏泽
sz.002838,1,道恩股份
sz.002840,1,华统股份
sz.002842,1,翔鹭钨业
sz.002845,1,同兴达
sz.002847,1,盐津铺子
sz.002849,1,威星智能
sz.002851,1,麦格米特
sz.002853,1,皮阿诺
sz.002856,1,美芝股份
sz.002858,1,力盛体育
sz.002860,1,星帅尔
sz.002862,1,实丰文化
sz.002864,1,盘龙药业
sz.002866,1,传艺科技
sz.002868,1,绿康生化
sz.002870,1,香山股份
sz.002872,1,ST天圣
sz.002875,1,安奈儿
sz.002877,1,智能自控
sz.002879,1,长缆科技
sz.002881,1,美格智能
sz.002883,1,中设股份
sz.002885,1,京泉华
sz.002887,1,绿茵生态
sz.002889,1,东方嘉盛
sz.002891,1,中宠股份
sz.002893,1,华通热力
sz.002896,1,中大力德
sz.002898,1,赛隆药业
sz.002900,1,哈三联
sz.002902,1,铭普光磁
sz.002905,1,金逸影视
sz.002907,1,华森制药
sz.002909,1,集泰股份
sz.002911,1,佛燃能源
sz.002913,1,奥士康
sz.002916,1,深南电路
sz.002918,1,蒙娜丽莎
sz.002920,1,德赛西威
sz.002922,1,伊戈尔
sz.002925,1,盈趣科技
sz.002927,1,泰永长征
sz.002929,1,润建股份
sz.002931,1,锋龙股份
sz.002933,1,新兴装备
sz.002936,1,郑州银行
sz.002938,1,鹏鼎控股
sz.002940,1,昂利康
sz.002942,1,新农股份
sz.002945,1,华林证券
sz.002947,1,恒铭达
sz.002949,1,华阳国际
sz.002951,1,金时科技
sz.002953,1,日丰股份
sz.002956,1,西麦食品
sz.002958,1,青农商行
sz.002960,1,青鸟消防
sz.002962,1,五方光电
sz.002965,1,祥鑫科技
sz.002967,1,广电计量
sz.002969,1,嘉美包装
sz.002971,1,和远气体
sz.002973,1,侨银股份
sz.002976,1,瑞玛精密
sz.002978,1,安宁股份
sz.002980,1,华盛昌
sz.002982,1,湘佳股份
sz.002984,1,森麒麟
sz.002986,1,宇新股份
sz.002988,1,豪美新材
sz.002990,1,盛视科技
sz.002992,1,宝明科技
sz.002995,1,天地在线
sz.002997,1,瑞鹄模具
sz.002999,1,天禾股份
sz.003001,1,中岩大地
sz.003003,1,天元股份
sz.003005,1,竞业达
sz.003007,1,直真科技
sz.003009,1,中天火箭
sz.003011,1,海象新材
sz.003013,1,地铁设计
sz.003016,1,欣贺股份
sz.003018,1,金富科技
sz.003020,1,立方制药
sz.003022,1,联泓新科
sz.003025,1,思进智能
sz.003027,1,同兴环保
sz.003029,1,吉大正元
sz.003031,1,中瓷电子
sz.003033,1,征和工业
sz.003036,1,泰坦股份
sz.003038,1,鑫铂股份
sz.003040,1,楚天龙
sz.003042,1,中农联合
sz.003816,1,中国广核
sz.300002,1,神州泰岳
sz.300004,1,南风股份
sz.300006,1,莱美药业
sz.300008,1,天海防务
sz.300010,1,豆神教育
sz.300012,1,华测检测
sz.300014,1,亿纬锂能
sz.300016,1,北陆药业
sz.300018,1,中元股份
sz.300020,1,银江技术
sz.300022,1,吉峰科技
sz.300025,1,华星创业
sz.300027,1,华谊兄弟
sz.300030,1,阳普医疗
sz.300032,1,金龙机电
sz.300034,1,钢研高纳
sz.300036,1,超图软件
sz.300039,1,上海凯宝
sz.300041,1,回天新材
sz.300043,1,星辉娱乐
sz.300045,1,华力创通
sz.300047,1,天源迪科
sz.300049,1,福瑞股份
sz.300051,1,三五互联
sz.300053,1,欧比特
sz.300055,1,万邦达
sz.300057,1,万顺新材
sz.300059,1,东方财富
sz.300062,1,中能电气
sz.300065,1,海兰信
sz.300067,1,安诺其
sz.300069,1,金利华电
sz.300071,1,华谊嘉信
sz.300073,1,当升科技
sz.300075,1,数字政通
sz.300077,1,国民技术
sz.300079,1,数码视讯
sz.300081,1,恒信东方
sz.300083,1,创世纪
sz.300085,1,银之杰
sz.300087,1,荃银高科
sz.300089,1,*ST文化
sz.300092,1,科新机电
sz.300094,1,国联水产
sz.300096,1,易联众
sz.300098,1,高新兴
sz.300100,1,双林股份
sz.300102,1,乾照光电
sz.300105,1,龙源技术
sz.300107,1,建新股份
sz.300109,1,新开源
sz.300111,1,向日葵
sz.300113,1,顺网科技
sz.300115,1,长盈精密
sz.300117,1,嘉寓股份
sz.300119,1,瑞普生物
sz.300121,1,阳谷华泰
sz.300123,1,亚光科技
sz.300125,1,聆达股份
sz.300127,1,银河磁体
sz.300129,1,泰胜风能
sz.300131,1,英唐智控
sz.300133,1,华策影视
sz.300135,1,宝利国际
sz.300137,1,先河环保
sz.300139,1,晓程科技
sz.300141,1,和顺电气
sz.300143,1,盈康生命
sz.300145,1,中金环境
sz.300147,1,香雪制药
sz.300149,1,睿智医药
sz.300151,1,昌红科技
sz.300153,1,科泰电源
sz.300155,1,安居宝
sz.300158,1,振东制药
sz.300160,1,秀强股份
sz.300162,1,雷曼光电
sz.300164,1,通源石油
sz.300166,1,东方国信
sz.300168,1,万达信息
sz.300170,1,汉得信息
sz.300172,1,中电环保
sz.300174,1,元力股份
sz.300176,1,派生科技
sz.300179,1,四方达
sz.300181,1,佐力药业
sz.300183,1,东软载波
sz.300185,1,通裕重工
sz.300188,1,美亚柏科
sz.300190,1,维尔利
sz.300192,1,科德教育
sz.300194,1,福安药业
sz.300196,1,长海股份
sz.300198,1,纳川股份
sz.300200,1,高盟新材
sz.300203,1,聚光科技
sz.300205,1,天喻信息
sz.300207,1,欣旺达
sz.300209,1,天泽信息
sz.300211,1,亿通科技
sz.300213,1,佳讯飞鸿
sz.300215,1,电科院
sz.300218,1,安利股份
sz.300220,1,金运激光
sz.300222,1,科大智能
sz.300224,1,正海磁材
sz.300226,1,上海钢联
sz.300228,1,富瑞特装
sz.300230,1,永利股份
sz.300232,1,洲明科技
sz.300234,1,开尔新材
sz.300236,1,上海新阳
sz.300238,1,冠昊生物
sz.300240,1,飞力达
sz.300242,1,佳云科技
sz.300244,1,迪安诊断
sz.300246,1,宝莱特
sz.300248,1,新开普
sz.300250,1,初灵信息
sz.300252,1,金信诺
sz.300254,1,仟源医药
sz.300256,1,*ST星星
sz.300258,1,精锻科技
sz.300260,1,新莱应材
sz.300262,1,巴安水务
sz.300264,1,佳创视讯
sz.300266,1,兴源环境
sz.300268,1,佳沃食品
sz.300270,1,中威电子
sz.300272,1,开能健康
sz.300274,1,阳光电源
sz.300276,1,三丰智能
sz.300278,1,华昌达
sz.300280,1,紫天科技
sz.300282,1,ST三盛
sz.300284,1,苏交科
sz.300286,1,安科瑞
sz.300288,1,朗玛信息
sz.300290,1,荣科科技
sz.300292,1,吴通控股
sz.300294,1,博雅生物
sz.300296,1,利亚德
sz.300298,1,三诺生物
sz.300300,1,海峡创新
sz.300302,1,同有科技
sz.300304,1,云意电气
sz.300306,1,远方信息
sz.300308,1,中际旭创
sz.300310,1,宜通世纪
sz.300313,1,ST天山
sz.300315,1,掌趣科技
sz.300317,1,珈伟新能
sz.300319,1,麦捷科技
sz.300321,1,同大股份
sz.300323,1,华灿光电
sz.300326,1,凯利泰
sz.300328,1,宜安科技
sz.300330,1,华虹计通
sz.300332,1,天壕环境
sz.300334,1,津膜科技
sz.300336,1,*ST新文
sz.300338,1,ST开元
sz.300340,1,科恒股份
sz.300342,1,天银机电
sz.300344,1,立方数科
sz.300346,1,南大光电
sz.300348,1,长亮科技
sz.300350,1,华鹏飞
sz.300352,1,北信源
sz.300354,1,东华测试
sz.300356,1,*ST光一
sz.300358,1,楚天科技
sz.300360,1,炬华科技
sz.300364,1,中文在线
sz.300366,1,创意信息
sz.300369,1,绿盟科技
sz.300371,1,汇中股份
sz.300374,1,中铁装配
sz.300376,1,易事特
sz.300378,1,鼎捷软件
sz.300380,1,安硕信息
sz.300382,1,斯莱克
sz.300384,1,三联虹普
sz.300386,1,飞天诚信
sz.300388,1,节能国祯
sz.300390,1,天华超净
sz.300392,1,*ST腾信
sz.300394,1,天孚通信
sz.300396,1,迪瑞医疗
sz.300398,1,飞凯材料
sz.300400,1,劲拓股份
sz.300402,1,宝色股份
sz.300404,1,博济医药
sz.300406,1,九强生物
sz.300408,1,三环集团
sz.300410,1,正业科技
sz.300412,1,迦南科技
sz.300414,1,中光防雷
sz.300416,1,苏试试验
sz.300418,1,昆仑万维
sz.300420,1,五洋停车
sz.300422,1,博世科
sz.300424,1,航新科技
sz.300426,1,唐德影视
sz.300428,1,立中集团
sz.300430,1,诚益通
sz.300433,1,蓝思科技
sz.300435,1,中泰股份
sz.300437,1,清水源
sz.300439,1,美康生物
sz.300441,1,鲍斯股份
sz.300443,1,金雷股份
sz.300445,1,康斯特
sz.300447,1,全信股份
sz.300449,1,汉邦高科
sz.300451,1,创业慧康
sz.300453,1,三鑫医疗
sz.300455,1,康拓红外
sz.300457,1,赢合科技
sz.300459,1,汤姆猫
sz.300461,1,田中精机
sz.300463,1,迈克生物
sz.300465,1,高伟达
sz.300467,1,迅游科技
sz.300469,1,信息发展
sz.300471,1,厚普股份
sz.300473,1,德尔股份
sz.300475,1,香农芯创
sz.300477,1,合纵科技
sz.300479,1,神思电子
sz.300481,1,濮阳惠成
sz.300483,1,首华燃气
sz.300485,1,赛升药业
sz.300487,1,蓝晓科技
sz.300489,1,光智科技
sz.300491,1,通合科技
